1 1
2 10
3 23
4 40
5 11
6 36
7 15
8 48
9 35
10 26
11 21
12 20
13 23
14 30
15 41
16 6
17 25
18 48
19 25
20 6
21 41
22 30
23 23
24 20
25 21
26 26
27 35
28 48
29 15
30 36
31 11
32 40
33 23
34 10
35 1
36 46
37 45
38 48
39 5
40 16
41 31
42 0
43 23
44 0
45 31
46 16
47 5
48 48
49 45
